"AreaCode","AreaName","CategoryAttribute","Denominator","Factor","HighestPriorityNotificationType","IndicatorCode","IndicatorName","IndicatorShortName","LowerConfidenceLimit","MetricCategoryName","MetricCategoryTypeName","NotificationCount","Numerator","TimePeriodName","UpperConfidenceLimit","Value","ValueNote"
"E54000030","NHS South East London Integrated Care Board","Persons",163405,1,NA,"CVDP008CHOL","Patients with no GP recorded CVD and either a GP recorded QRISK score of 10% or more, or CKD and diabetes, who are currently treated with lipid lowering therapy.","Cholesterol: Primary prevention of CVD treated with LLT (CVDP008CHOL)",47.84,"Persons","Sex",0,78565,"To June 2022",48.32,48.08,NA
"E54000031","NHS South West London Integrated Care Board","Persons",145160,1,NA,"CVDP008CHOL","Patients with no GP recorded CVD and either a GP recorded QRISK score of 10% or more, or CKD and diabetes, who are currently treated with lipid lowering therapy.","Cholesterol: Primary prevention of CVD treated with LLT (CVDP008CHOL)",46.34,"Persons","Sex",0,67635,"To June 2022",46.85,46.59,NA
"E54000061","NHS South Yorkshire Integrated Care Board","Persons",177110,1,NA,"CVDP008CHOL","Patients with no GP recorded CVD and either a GP recorded QRISK score of 10% or more, or CKD and diabetes, who are currently treated with lipid lowering therapy.","Cholesterol: Primary prevention of CVD treated with LLT (CVDP008CHOL)",55.58,"Persons","Sex",0,98840,"To June 2022",56.04,55.81,NA
"E54000010","NHS Staffordshire and Stoke-on-Trent Integrated Care Board","Persons",159280,1,NA,"CVDP008CHOL","Patients with no GP recorded CVD and either a GP recorded QRISK score of 10% or more, or CKD and diabetes, who are currently treated with lipid lowering therapy.","Cholesterol: Primary prevention of CVD treated with LLT (CVDP008CHOL)",48.32,"Persons","Sex",0,77350,"To June 2022",48.81,48.56,NA
"E54000023","NHS Suffolk and North East Essex Integrated Care Board","Persons",140935,1,NA,"CVDP008CHOL","Patients with no GP recorded CVD and either a GP recorded QRISK score of 10% or more, or CKD and diabetes, who are currently treated with lipid lowering therapy.","Cholesterol: Primary prevention of CVD treated with LLT (CVDP008CHOL)",46.29,"Persons","Sex",0,65610,"To June 2022",46.81,46.55,NA
"E54000052","NHS Surrey Heartlands Integrated Care Board","Persons",107180,1,NA,"CVDP008CHOL","Patients with no GP recorded CVD and either a GP recorded QRISK score of 10% or more, or CKD and diabetes, who are currently treated with lipid lowering therapy.","Cholesterol: Primary prevention of CVD treated with LLT (CVDP008CHOL)",43.99,"Persons","Sex",0,47465,"To June 2022",44.58,44.28,NA
"E54000053","NHS Sussex Integrated Care Board","Persons",216595,1,NA,"CVDP008CHOL","Patients with no GP recorded CVD and either a GP recorded QRISK score of 10% or more, or CKD and diabetes, who are currently treated with lipid lowering therapy.","Cholesterol: Primary prevention of CVD treated with LLT (CVDP008CHOL)",44.76,"Persons","Sex",0,97400,"To June 2022",45.18,44.97,NA
"E54000054","NHS West Yorkshire Integrated Care Board","Persons",290015,1,NA,"CVDP008CHOL","Patients with no GP recorded CVD and either a GP recorded QRISK score of 10% or more, or CKD and diabetes, who are currently treated with lipid lowering therapy.","Cholesterol: Primary prevention of CVD treated with LLT (CVDP008CHOL)",53.6,"Persons","Sex",0,155970,"To June 2022",53.96,53.78,NA
"E54000040","NHS Bath and North East Somerset, Swindon and Wiltshire Integrated Care Board","Persons",116555,NA,NA,"CVDP008CHOL","Patients with no GP recorded CVD and either a GP recorded QRISK score of 10% or more, or CKD and diabetes, who are currently treated with lipid lowering therapy.","Cholesterol: Primary prevention of CVD treated with LLT (CVDP008CHOL)",42.92,"Persons","Sex",0,50355,"To September 2022",43.49,43.2,NA
"E54000024","NHS Bedfordshire, Luton and Milton Keynes Integrated Care Board","Persons",103085,NA,NA,"CVDP008CHOL","Patients with no GP recorded CVD and either a GP recorded QRISK score of 10% or more, or CKD and diabetes, who are currently treated with lipid lowering therapy.","Cholesterol: Primary prevention of CVD treated with LLT (CVDP008CHOL)",50.97,"Persons","Sex",0,52860,"To September 2022",51.58,51.28,NA
"E54000055","NHS Birmingham and Solihull Integrated Care Board","Persons",161800,NA,NA,"CVDP008CHOL","Patients with no GP recorded CVD and either a GP recorded QRISK score of 10% or more, or CKD and diabetes, who are currently treated with lipid lowering therapy.","Cholesterol: Primary prevention of CVD treated with LLT (CVDP008CHOL)",54.85,"Persons","Sex",0,89140,"To September 2022",55.33,55.09,NA
"E54000062","NHS Black Country Integrated Care Board","Persons",157275,NA,NA,"CVDP008CHOL","Patients with no GP recorded CVD and either a GP recorded QRISK score of 10% or more, or CKD and diabetes, who are currently treated with lipid lowering therapy.","Cholesterol: Primary prevention of CVD treated with LLT (CVDP008CHOL)",54.08,"Persons","Sex",0,85445,"To September 2022",54.57,54.33,NA
"E54000039","NHS Bristol, North Somerset and South Gloucestershire Integrated Care Board","Persons",114895,NA,NA,"CVDP008CHOL","Patients with no GP recorded CVD and either a GP recorded QRISK score of 10% or more, or CKD and diabetes, who are currently treated with lipid lowering therapy.","Cholesterol: Primary prevention of CVD treated with LLT (CVDP008CHOL)",45.85,"Persons","Sex",0,53010,"To September 2022",46.42,46.14,NA
"E54000044","NHS Buckinghamshire, Oxfordshire and Berkshire West Integrated Care Board","Persons",204470,NA,NA,"CVDP008CHOL","Patients with no GP recorded CVD and either a GP recorded QRISK score of 10% or more, or CKD and diabetes, who are currently treated with lipid lowering therapy.","Cholesterol: Primary prevention of CVD treated with LLT (CVDP008CHOL)",43.81,"Persons","Sex",0,90025,"To September 2022",44.24,44.03,NA
"E54000056","NHS Cambridgeshire and Peterborough Integrated Care Board","Persons",96555,NA,NA,"CVDP008CHOL","Patients with no GP recorded CVD and either a GP recorded QRISK score of 10% or more, or CKD and diabetes, who are currently treated with lipid lowering therapy.","Cholesterol: Primary prevention of CVD treated with LLT (CVDP008CHOL)",47.11,"Persons","Sex",0,45795,"To September 2022",47.74,47.43,NA
"E54000008","NHS Cheshire and Merseyside Integrated Care Board","Persons",352075,NA,NA,"CVDP008CHOL","Patients with no GP recorded CVD and either a GP recorded QRISK score of 10% or more, or CKD and diabetes, who are currently treated with lipid lowering therapy.","Cholesterol: Primary prevention of CVD treated with LLT (CVDP008CHOL)",49.57,"Persons","Sex",0,175105,"To September 2022",49.9,49.73,NA
"E54000036","NHS Cornwall and the Isles of Scilly Integrated Care Board","Persons",55620,NA,NA,"CVDP008CHOL","Patients with no GP recorded CVD and either a GP recorded QRISK score of 10% or more, or CKD and diabetes, who are currently treated with lipid lowering therapy.","Cholesterol: Primary prevention of CVD treated with LLT (CVDP008CHOL)",46.69,"Persons","Sex",0,26200,"To September 2022",47.52,47.11,NA
"E54000018","NHS Coventry and Warwickshire Integrated Care Board","Persons",123650,NA,NA,"CVDP008CHOL","Patients with no GP recorded CVD and either a GP recorded QRISK score of 10% or more, or CKD and diabetes, who are currently treated with lipid lowering therapy.","Cholesterol: Primary prevention of CVD treated with LLT (CVDP008CHOL)",47.14,"Persons","Sex",0,58640,"To September 2022",47.7,47.42,NA
"E54000058","NHS Derby and Derbyshire Integrated Care Board","Persons",152465,NA,NA,"CVDP008CHOL","Patients with no GP recorded CVD and either a GP recorded QRISK score of 10% or more, or CKD and diabetes, who are currently treated with lipid lowering therapy.","Cholesterol: Primary prevention of CVD treated with LLT (CVDP008CHOL)",47.16,"Persons","Sex",0,72285,"To September 2022",47.66,47.41,NA
"E54000037","NHS Devon Integrated Care Board","Persons",137645,NA,NA,"CVDP008CHOL","Patients with no GP recorded CVD and either a GP recorded QRISK score of 10% or more, or CKD and diabetes, who are currently treated with lipid lowering therapy.","Cholesterol: Primary prevention of CVD treated with LLT (CVDP008CHOL)",46.71,"Persons","Sex",0,64660,"To September 2022",47.24,46.98,NA
"E54000041","NHS Dorset Integrated Care Board","Persons",98415,NA,NA,"CVDP008CHOL","Patients with no GP recorded CVD and either a GP recorded QRISK score of 10% or more, or CKD and diabetes, who are currently treated with lipid lowering therapy.","Cholesterol: Primary prevention of CVD treated with LLT (CVDP008CHOL)",43.89,"Persons","Sex",0,43500,"To September 2022",44.51,44.2,NA
"E54000034","NHS Frimley Integrated Care Board","Persons",78545,NA,NA,"CVDP008CHOL","Patients with no GP recorded CVD and either a GP recorded QRISK score of 10% or more, or CKD and diabetes, who are currently treated with lipid lowering therapy.","Cholesterol: Primary prevention of CVD treated with LLT (CVDP008CHOL)",49.69,"Persons","Sex",0,39300,"To September 2022",50.39,50.04,NA
"E54000043","NHS Gloucestershire Integrated Care Board","Persons",84705,NA,NA,"CVDP008CHOL","Patients with no GP recorded CVD and either a GP recorded QRISK score of 10% or more, or CKD and diabetes, who are currently treated with lipid lowering therapy.","Cholesterol: Primary prevention of CVD treated with LLT (CVDP008CHOL)",44.01,"Persons","Sex",0,37560,"To September 2022",44.68,44.34,NA
"E54000057","NHS Greater Manchester Integrated Care Board","Persons",358770,NA,NA,"CVDP008CHOL","Patients with no GP recorded CVD and either a GP recorded QRISK score of 10% or more, or CKD and diabetes, who are currently treated with lipid lowering therapy.","Cholesterol: Primary prevention of CVD treated with LLT (CVDP008CHOL)",52.29,"Persons","Sex",0,188185,"To September 2022",52.62,52.45,NA
"E54000042","Nhs Hampshire And Isle Of Wight Integrated Care Board","Persons",215805,NA,NA,"CVDP008CHOL","Patients with no GP recorded CVD and either a GP recorded QRISK score of 10% or more, or CKD and diabetes, who are currently treated with lipid lowering therapy.","Cholesterol: Primary prevention of CVD treated with LLT (CVDP008CHOL)",43.35,"Persons","Sex",0,94010,"To September 2022",43.77,43.56,NA
"E54000019","NHS Herefordshire and Worcestershire Integrated Care Board","Persons",120900,NA,NA,"CVDP008CHOL","Patients with no GP recorded CVD and either a GP recorded QRISK score of 10% or more, or CKD and diabetes, who are currently treated with lipid lowering therapy.","Cholesterol: Primary prevention of CVD treated with LLT (CVDP008CHOL)",43.01,"Persons","Sex",0,52340,"To September 2022",43.57,43.29,NA
"E54000025","NHS Hertfordshire and West Essex Integrated Care Board","Persons",174130,NA,NA,"CVDP008CHOL","Patients with no GP recorded CVD and either a GP recorded QRISK score of 10% or more, or CKD and diabetes, who are currently treated with lipid lowering therapy.","Cholesterol: Primary prevention of CVD treated with LLT (CVDP008CHOL)",50.79,"Persons","Sex",0,88855,"To September 2022",51.26,51.03,NA
"E54000051","NHS Humber and North Yorkshire Integrated Care Board","Persons",221565,NA,NA,"CVDP008CHOL","Patients with no GP recorded CVD and either a GP recorded QRISK score of 10% or more, or CKD and diabetes, who are currently treated with lipid lowering therapy.","Cholesterol: Primary prevention of CVD treated with LLT (CVDP008CHOL)",47.59,"Persons","Sex",0,105905,"To September 2022",48.01,47.8,NA
"E54000032","NHS Kent and Medway Integrated Care Board","Persons",242595,NA,NA,"CVDP008CHOL","Patients with no GP recorded CVD and either a GP recorded QRISK score of 10% or more, or CKD and diabetes, who are currently treated with lipid lowering therapy.","Cholesterol: Primary prevention of CVD treated with LLT (CVDP008CHOL)",46.33,"Persons","Sex",0,112875,"To September 2022",46.73,46.53,NA
"E54000048","NHS Lancashire and South Cumbria Integrated Care Board","Persons",241355,NA,NA,"CVDP008CHOL","Patients with no GP recorded CVD and either a GP recorded QRISK score of 10% or more, or CKD and diabetes, who are currently treated with lipid lowering therapy.","Cholesterol: Primary prevention of CVD treated with LLT (CVDP008CHOL)",48.81,"Persons","Sex",0,118280,"To September 2022",49.21,49.01,NA
"E54000015","NHS Leicester, Leicestershire and Rutland Integrated Care Board","Persons",146425,NA,NA,"CVDP008CHOL","Patients with no GP recorded CVD and either a GP recorded QRISK score of 10% or more, or CKD and diabetes, who are currently treated with lipid lowering therapy.","Cholesterol: Primary prevention of CVD treated with LLT (CVDP008CHOL)",50.61,"Persons","Sex",0,74485,"To September 2022",51.12,50.87,NA
"E54000013","NHS Lincolnshire Integrated Care Board","Persons",119855,NA,NA,"CVDP008CHOL","Patients with no GP recorded CVD and either a GP recorded QRISK score of 10% or more, or CKD and diabetes, who are currently treated with lipid lowering therapy.","Cholesterol: Primary prevention of CVD treated with LLT (CVDP008CHOL)",48.99,"Persons","Sex",0,59055,"To September 2022",49.55,49.27,NA
"E54000026","NHS Mid and South Essex Integrated Care Board","Persons",137370,NA,NA,"CVDP008CHOL","Patients with no GP recorded CVD and either a GP recorded QRISK score of 10% or more, or CKD and diabetes, who are currently treated with lipid lowering therapy.","Cholesterol: Primary prevention of CVD treated with LLT (CVDP008CHOL)",50.27,"Persons","Sex",0,69420,"To September 2022",50.8,50.54,NA
"E54000022","Nhs Norfolk And Waveney Integrated Care Board","Persons",152360,NA,NA,"CVDP008CHOL","Patients with no GP recorded CVD and either a GP recorded QRISK score of 10% or more, or CKD and diabetes, who are currently treated with lipid lowering therapy.","Cholesterol: Primary prevention of CVD treated with LLT (CVDP008CHOL)",48.32,"Persons","Sex",0,74005,"To September 2022",48.82,48.57,NA
"E54000028","NHS North Central London Integrated Care Board","Persons",154335,NA,NA,"CVDP008CHOL","Patients with no GP recorded CVD and either a GP recorded QRISK score of 10% or more, or CKD and diabetes, who are currently treated with lipid lowering therapy.","Cholesterol: Primary prevention of CVD treated with LLT (CVDP008CHOL)",50.11,"Persons","Sex",0,77725,"To September 2022",50.61,50.36,NA
"E54000050","NHS North East and North Cumbria Integrated Care Board","Persons",426105,NA,NA,"CVDP008CHOL","Patients with no GP recorded CVD and either a GP recorded QRISK score of 10% or more, or CKD and diabetes, who are currently treated with lipid lowering therapy.","Cholesterol: Primary prevention of CVD treated with LLT (CVDP008CHOL)",52.31,"Persons","Sex",0,223530,"To September 2022",52.61,52.46,NA
"E54000029","NHS North East London Integrated Care Board","Persons",210265,NA,NA,"CVDP008CHOL","Patients with no GP recorded CVD and either a GP recorded QRISK score of 10% or more, or CKD and diabetes, who are currently treated with lipid lowering therapy.","Cholesterol: Primary prevention of CVD treated with LLT (CVDP008CHOL)",54.15,"Persons","Sex",0,114305,"To September 2022",54.57,54.36,NA
"E54000027","NHS North West London Integrated Care Board","Persons",238790,NA,NA,"CVDP008CHOL","Patients with no GP recorded CVD and either a GP recorded QRISK score of 10% or more, or CKD and diabetes, who are currently treated with lipid lowering therapy.","Cholesterol: Primary prevention of CVD treated with LLT (CVDP008CHOL)",53.87,"Persons","Sex",0,129110,"To September 2022",54.27,54.07,NA
"E54000059","NHS Northamptonshire Integrated Care Board","Persons",89780,NA,NA,"CVDP008CHOL","Patients with no GP recorded CVD and either a GP recorded QRISK score of 10% or more, or CKD and diabetes, who are currently treated with lipid lowering therapy.","Cholesterol: Primary prevention of CVD treated with LLT (CVDP008CHOL)",52.23,"Persons","Sex",0,47185,"To September 2022",52.88,52.56,NA
"E54000060","NHS Nottingham and Nottinghamshire Integrated Care Board","Persons",152030,NA,NA,"CVDP008CHOL","Patients with no GP recorded CVD and either a GP recorded QRISK score of 10% or more, or CKD and diabetes, who are currently treated with lipid lowering therapy.","Cholesterol: Primary prevention of CVD treated with LLT (CVDP008CHOL)",49.5,"Persons","Sex",0,75640,"To September 2022",50,49.75,NA
"E54000011","NHS Shropshire, Telford and Wrekin Integrated Care Board","Persons",76095,NA,NA,"CVDP008CHOL","Patients with no GP recorded CVD and either a GP recorded QRISK score of 10% or more, or CKD and diabetes, who are currently treated with lipid lowering therapy.","Cholesterol: Primary prevention of CVD treated with LLT (CVDP008CHOL)",45.49,"Persons","Sex",0,34885,"To September 2022",46.2,45.84,NA
"E54000038","NHS Somerset Integrated Care Board","Persons",87485,NA,NA,"CVDP008CHOL","Patients with no GP recorded CVD and either a GP recorded QRISK score of 10% or more, or CKD and diabetes, who are currently treated with lipid lowering therapy.","Cholesterol: Primary prevention of CVD treated with LLT (CVDP008CHOL)",44.36,"Persons","Sex",0,39100,"To September 2022",45.02,44.69,NA
"E54000030","NHS South East London Integrated Care Board","Persons",170105,NA,NA,"CVDP008CHOL","Patients with no GP recorded CVD and either a GP recorded QRISK score of 10% or more, or CKD and diabetes, who are currently treated with lipid lowering therapy.","Cholesterol: Primary prevention of CVD treated with LLT (CVDP008CHOL)",47.69,"Persons","Sex",0,81530,"To September 2022",48.17,47.93,NA
"E54000031","NHS South West London Integrated Care Board","Persons",147925,NA,NA,"CVDP008CHOL","Patients with no GP recorded CVD and either a GP recorded QRISK score of 10% or more, or CKD and diabetes, who are currently treated with lipid lowering therapy.","Cholesterol: Primary prevention of CVD treated with LLT (CVDP008CHOL)",46.66,"Persons","Sex",0,69395,"To September 2022",47.17,46.91,NA
"E54000061","NHS South Yorkshire Integrated Care Board","Persons",177085,NA,NA,"CVDP008CHOL","Patients with no GP recorded CVD and either a GP recorded QRISK score of 10% or more, or CKD and diabetes, who are currently treated with lipid lowering therapy.","Cholesterol: Primary prevention of CVD treated with LLT (CVDP008CHOL)",56.42,"Persons","Sex",0,100325,"To September 2022",56.88,56.65,NA
"E54000010","NHS Staffordshire and Stoke-on-Trent Integrated Care Board","Persons",159735,NA,NA,"CVDP008CHOL","Patients with no GP recorded CVD and either a GP recorded QRISK score of 10% or more, or CKD and diabetes, who are currently treated with lipid lowering therapy.","Cholesterol: Primary prevention of CVD treated with LLT (CVDP008CHOL)",49.14,"Persons","Sex",0,78885,"To September 2022",49.63,49.38,NA
"E54000023","NHS Suffolk and North East Essex Integrated Care Board","Persons",142625,NA,NA,"CVDP008CHOL","Patients with no GP recorded CVD and either a GP recorded QRISK score of 10% or more, or CKD and diabetes, who are currently treated with lipid lowering therapy.","Cholesterol: Primary prevention of CVD treated with LLT (CVDP008CHOL)",46.99,"Persons","Sex",0,67395,"To September 2022",47.51,47.25,NA
"E54000052","NHS Surrey Heartlands Integrated Care Board","Persons",108435,NA,NA,"CVDP008CHOL","Patients with no GP recorded CVD and either a GP recorded QRISK score of 10% or more, or CKD and diabetes, who are currently treated with lipid lowering therapy.","Cholesterol: Primary prevention of CVD treated with LLT (CVDP008CHOL)",44.53,"Persons","Sex",0,48610,"To September 2022",45.12,44.83,NA
"E54000053","NHS Sussex Integrated Care Board","Persons",217460,NA,NA,"CVDP008CHOL","Patients with no GP recorded CVD and either a GP recorded QRISK score of 10% or more, or CKD and diabetes, who are currently treated with lipid lowering therapy.","Cholesterol: Primary prevention of CVD treated with LLT (CVDP008CHOL)",45.52,"Persons","Sex",0,99450,"To September 2022",45.94,45.73,NA
"E54000054","NHS West Yorkshire Integrated Care Board","Persons",292905,NA,NA,"CVDP008CHOL","Patients with no GP recorded CVD and either a GP recorded QRISK score of 10% or more, or CKD and diabetes, who are currently treated with lipid lowering therapy.","Cholesterol: Primary prevention of CVD treated with LLT (CVDP008CHOL)",54.27,"Persons","Sex",0,159500,"To September 2022",54.64,54.46,NA
"E54000040","NHS Bath and North East Somerset, Swindon and Wiltshire Integrated Care Board","Persons",118125,NA,NA,"CVDP008CHOL","Patients with no GP recorded CVD and either a GP recorded QRISK score of 10% or more, or CKD and diabetes, who are currently treated with lipid lowering therapy.","Cholesterol: Primary prevention of CVD treated with LLT (CVDP008CHOL)",43.46,"Persons","Sex",0,51665,"To December 2022",44.02,43.74,NA
"E54000024","NHS Bedfordshire, Luton and Milton Keynes Integrated Care Board","Persons",104845,NA,NA,"CVDP008CHOL","Patients with no GP recorded CVD and either a GP recorded QRISK score of 10% or more, or CKD and diabetes, who are currently treated with lipid lowering therapy.","Cholesterol: Primary prevention of CVD treated with LLT (CVDP008CHOL)",51.63,"Persons","Sex",0,54445,"To December 2022",52.23,51.93,NA
"E54000055","NHS Birmingham and Solihull Integrated Care Board","Persons",166820,NA,NA,"CVDP008CHOL","Patients with no GP recorded CVD and either a GP recorded QRISK score of 10% or more, or CKD and diabetes, who are currently treated with lipid lowering therapy.","Cholesterol: Primary prevention of CVD treated with LLT (CVDP008CHOL)",55.28,"Persons","Sex",0,92620,"To December 2022",55.76,55.52,NA
"E54000062","NHS Black Country Integrated Care Board","Persons",158700,NA,NA,"CVDP008CHOL","Patients with no GP recorded CVD and either a GP recorded QRISK score of 10% or more, or CKD and diabetes, who are currently treated with lipid lowering therapy.","Cholesterol: Primary prevention of CVD treated with LLT (CVDP008CHOL)",54.62,"Persons","Sex",0,87080,"To December 2022",55.11,54.87,NA
"E54000039","NHS Bristol, North Somerset and South Gloucestershire Integrated Care Board","Persons",113420,NA,NA,"CVDP008CHOL","Patients with no GP recorded CVD and either a GP recorded QRISK score of 10% or more, or CKD and diabetes, who are currently treated with lipid lowering therapy.","Cholesterol: Primary prevention of CVD treated with LLT (CVDP008CHOL)",46.75,"Persons","Sex",0,53355,"To December 2022",47.33,47.04,NA
"E54000044","NHS Buckinghamshire, Oxfordshire and Berkshire West Integrated Care Board","Persons",204070,NA,NA,"CVDP008CHOL","Patients with no GP recorded CVD and either a GP recorded QRISK score of 10% or more, or CKD and diabetes, who are currently treated with lipid lowering therapy.","Cholesterol: Primary prevention of CVD treated with LLT (CVDP008CHOL)",44.49,"Persons","Sex",0,91240,"To December 2022",44.93,44.71,NA
"E54000056","NHS Cambridgeshire and Peterborough Integrated Care Board","Persons",98550,NA,NA,"CVDP008CHOL","Patients with no GP recorded CVD and either a GP recorded QRISK score of 10% or more, or CKD and diabetes, who are currently treated with lipid lowering therapy.","Cholesterol: Primary prevention of CVD treated with LLT (CVDP008CHOL)",47.79,"Persons","Sex",0,47405,"To December 2022",48.41,48.1,NA
"E54000008","NHS Cheshire and Merseyside Integrated Care Board","Persons",353365,NA,NA,"CVDP008CHOL","Patients with no GP recorded CVD and either a GP recorded QRISK score of 10% or more, or CKD and diabetes, who are currently treated with lipid lowering therapy.","Cholesterol: Primary prevention of CVD treated with LLT (CVDP008CHOL)",49.99,"Persons","Sex",0,177240,"To December 2022",50.32,50.16,NA
"E54000036","NHS Cornwall and the Isles of Scilly Integrated Care Board","Persons",56525,NA,NA,"CVDP008CHOL","Patients with no GP recorded CVD and either a GP recorded QRISK score of 10% or more, or CKD and diabetes, who are currently treated with lipid lowering therapy.","Cholesterol: Primary prevention of CVD treated with LLT (CVDP008CHOL)",47.13,"Persons","Sex",0,26875,"To December 2022",47.96,47.55,NA
"E54000018","NHS Coventry and Warwickshire Integrated Care Board","Persons",120875,NA,NA,"CVDP008CHOL","Patients with no GP recorded CVD and either a GP recorded QRISK score of 10% or more, or CKD and diabetes, who are currently treated with lipid lowering therapy.","Cholesterol: Primary prevention of CVD treated with LLT (CVDP008CHOL)",47.39,"Persons","Sex",0,57630,"To December 2022",47.96,47.68,NA
"E54000058","NHS Derby and Derbyshire Integrated Care Board","Persons",153085,NA,NA,"CVDP008CHOL","Patients with no GP recorded CVD and either a GP recorded QRISK score of 10% or more, or CKD and diabetes, who are currently treated with lipid lowering therapy.","Cholesterol: Primary prevention of CVD treated with LLT (CVDP008CHOL)",47.83,"Persons","Sex",0,73600,"To December 2022",48.33,48.08,NA
"E54000037","NHS Devon Integrated Care Board","Persons",137005,NA,NA,"CVDP008CHOL","Patients with no GP recorded CVD and either a GP recorded QRISK score of 10% or more, or CKD and diabetes, who are currently treated with lipid lowering therapy.","Cholesterol: Primary prevention of CVD treated with LLT (CVDP008CHOL)",47.42,"Persons","Sex",0,65325,"To December 2022",47.94,47.68,NA
"E54000041","NHS Dorset Integrated Care Board","Persons",98745,NA,NA,"CVDP008CHOL","Patients with no GP recorded CVD and either a GP recorded QRISK score of 10% or more, or CKD and diabetes, who are currently treated with lipid lowering therapy.","Cholesterol: Primary prevention of CVD treated with LLT (CVDP008CHOL)",44.57,"Persons","Sex",0,44320,"To December 2022",45.19,44.88,NA
"E54000034","NHS Frimley Integrated Care Board","Persons",78580,NA,NA,"CVDP008CHOL","Patients with no GP recorded CVD and either a GP recorded QRISK score of 10% or more, or CKD and diabetes, who are currently treated with lipid lowering therapy.","Cholesterol: Primary prevention of CVD treated with LLT (CVDP008CHOL)",49.96,"Persons","Sex",0,39535,"To December 2022",50.66,50.31,NA
"E54000043","NHS Gloucestershire Integrated Care Board","Persons",85785,NA,NA,"CVDP008CHOL","Patients with no GP recorded CVD and either a GP recorded QRISK score of 10% or more, or CKD and diabetes, who are currently treated with lipid lowering therapy.","Cholesterol: Primary prevention of CVD treated with LLT (CVDP008CHOL)",45.03,"Persons","Sex",0,38915,"To December 2022",45.7,45.37,NA
"E54000057","NHS Greater Manchester Integrated Care Board","Persons",357890,NA,NA,"CVDP008CHOL","Patients with no GP recorded CVD and either a GP recorded QRISK score of 10% or more, or CKD and diabetes, who are currently treated with lipid lowering therapy.","Cholesterol: Primary prevention of CVD treated with LLT (CVDP008CHOL)",52.5,"Persons","Sex",0,188490,"To December 2022",52.83,52.67,NA
"E54000042","Nhs Hampshire And Isle Of Wight Integrated Care Board","Persons",218515,NA,NA,"CVDP008CHOL","Patients with no GP recorded CVD and either a GP recorded QRISK score of 10% or more, or CKD and diabetes, who are currently treated with lipid lowering therapy.","Cholesterol: Primary prevention of CVD treated with LLT (CVDP008CHOL)",43.85,"Persons","Sex",0,96270,"To December 2022",44.27,44.06,NA
"E54000019","NHS Herefordshire and Worcestershire Integrated Care Board","Persons",115365,NA,NA,"CVDP008CHOL","Patients with no GP recorded CVD and either a GP recorded QRISK score of 10% or more, or CKD and diabetes, who are currently treated with lipid lowering therapy.","Cholesterol: Primary prevention of CVD treated with LLT (CVDP008CHOL)",44.19,"Persons","Sex",0,51305,"To December 2022",44.76,44.47,NA
"E54000025","NHS Hertfordshire and West Essex Integrated Care Board","Persons",176515,NA,NA,"CVDP008CHOL","Patients with no GP recorded CVD and either a GP recorded QRISK score of 10% or more, or CKD and diabetes, who are currently treated with lipid lowering therapy.","Cholesterol: Primary prevention of CVD treated with LLT (CVDP008CHOL)",51.24,"Persons","Sex",0,90855,"To December 2022",51.71,51.47,NA
"E54000051","NHS Humber and North Yorkshire Integrated Care Board","Persons",223245,NA,NA,"CVDP008CHOL","Patients with no GP recorded CVD and either a GP recorded QRISK score of 10% or more, or CKD and diabetes, who are currently treated with lipid lowering therapy.","Cholesterol: Primary prevention of CVD treated with LLT (CVDP008CHOL)",48.23,"Persons","Sex",0,108140,"To December 2022",48.65,48.44,NA
"E54000032","NHS Kent and Medway Integrated Care Board","Persons",246955,NA,NA,"CVDP008CHOL","Patients with no GP recorded CVD and either a GP recorded QRISK score of 10% or more, or CKD and diabetes, who are currently treated with lipid lowering therapy.","Cholesterol: Primary prevention of CVD treated with LLT (CVDP008CHOL)",46.76,"Persons","Sex",0,115955,"To December 2022",47.15,46.95,NA
"E54000048","NHS Lancashire and South Cumbria Integrated Care Board","Persons",233510,NA,NA,"CVDP008CHOL","Patients with no GP recorded CVD and either a GP recorded QRISK score of 10% or more, or CKD and diabetes, who are currently treated with lipid lowering therapy.","Cholesterol: Primary prevention of CVD treated with LLT (CVDP008CHOL)",49.41,"Persons","Sex",0,115860,"To December 2022",49.82,49.62,NA
"E54000015","NHS Leicester, Leicestershire and Rutland Integrated Care Board","Persons",149150,NA,NA,"CVDP008CHOL","Patients with no GP recorded CVD and either a GP recorded QRISK score of 10% or more, or CKD and diabetes, who are currently treated with lipid lowering therapy.","Cholesterol: Primary prevention of CVD treated with LLT (CVDP008CHOL)",51.2,"Persons","Sex",0,76740,"To December 2022",51.7,51.45,NA
"E54000013","NHS Lincolnshire Integrated Care Board","Persons",118340,NA,NA,"CVDP008CHOL","Patients with no GP recorded CVD and either a GP recorded QRISK score of 10% or more, or CKD and diabetes, who are currently treated with lipid lowering therapy.","Cholesterol: Primary prevention of CVD treated with LLT (CVDP008CHOL)",50.06,"Persons","Sex",0,59580,"To December 2022",50.63,50.35,NA
"E54000026","NHS Mid and South Essex Integrated Care Board","Persons",138745,NA,NA,"CVDP008CHOL","Patients with no GP recorded CVD and either a GP recorded QRISK score of 10% or more, or CKD and diabetes, who are currently treated with lipid lowering therapy.","Cholesterol: Primary prevention of CVD treated with LLT (CVDP008CHOL)",50.83,"Persons","Sex",0,70890,"To December 2022",51.36,51.1,NA
